,Disease,Symptom_Count,Symptoms,Disease_Encoded,Symptom_Encoded
98,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
99,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 36, 39, 72, 63, 38, 47, 11, 7]"
100,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
101,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
102,Common Cold,16,"[' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
103,Common Cold,16,"[' continuous_sneezing', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
104,Common Cold,16,"[' continuous_sneezing', ' chills', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
105,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
106,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
107,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
108,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
109,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
110,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 11, 26, 56]"
111,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
112,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
113,Pneumonia,10,"[' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
114,Pneumonia,10,"[' chills', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
115,Pneumonia,10,"[' chills', ' fatigue', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 29, 9, 62, 38, 47, 11, 26, 56]"
116,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 9, 62, 38, 47, 11, 26, 56]"
117,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 62, 38, 47, 11, 26, 56]"
118,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 38, 47, 11, 26, 56]"
119,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 47, 11, 26, 56]"
120,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
121,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
122,Hypothyroidism,12,"[' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
123,Hypothyroidism,12,"[' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
124,Hypothyroidism,12,"[' fatigue', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
125,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
126,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
127,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 22, 49, 24, 10, 64, 20, 33, 1]"
128,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 49, 24, 10, 64, 20, 33, 1]"
129,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 24, 10, 64, 20, 33, 1]"
130,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
131,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
132,Hyperthyroidism,10,"[' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
133,Hyperthyroidism,10,"[' fatigue', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
134,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 54, 62, 21, 26, 25, 42, 33, 1]"
135,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 62, 21, 26, 25, 42, 33, 1]"
136,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 21, 26, 25, 42, 33, 1]"
137,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 26, 25, 42, 33, 1]"
138,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 25, 42, 33, 1]"
139,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 42, 33, 1]"
140,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 59, 33, 46]"
141,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
142,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
143,Hypoglycemia,11,"[' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
144,Hypoglycemia,11,"[' vomiting', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
145,Hypoglycemia,11,"[' vomiting', ' fatigue', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
146,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 28, 43, 8, 25, 23, 59, 33, 46]"
147,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 43, 8, 25, 23, 59, 33, 46]"
148,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 8, 25, 23, 59, 33, 46]"
149,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 25, 23, 59, 33, 46]"
150,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
151,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
152,Diabetes ,9,"[' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[70, 54, 35, 32, 8, 44, 25, 30, 48]"
153,Diabetes ,9,"[' fatigue', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 54, 35, 32, 8, 44, 25, 30, 48]"
154,Diabetes ,9,"[' fatigue', ' weight_loss', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 35, 32, 8, 44, 25, 30, 48]"
155,Diabetes ,9,"[' fatigue', ' weight_loss', ' restlessness', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 32, 8, 44, 25, 30, 48]"
156,Diabetes ,9,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 8, 44, 25, 30, 48]"
157,Diabetes ,9,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 44, 25, 30, 48]"
158,Diabetes ,9,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 25, 30, 48]"
159,Diabetes ,9,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 30, 48]"
160,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
161,Migraine,8,"[' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[31, 28, 8, 25, 60, 20, 33, 67]"
162,Migraine,8,"[' acidity', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 28, 8, 25, 60, 20, 33, 67]"
163,Migraine,8,"[' acidity', ' indigestion', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 8, 25, 60, 20, 33, 67]"
164,Migraine,8,"[' acidity', ' indigestion', ' headache', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 25, 60, 20, 33, 67]"
165,Migraine,8,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 60, 20, 33, 67]"
166,Migraine,8,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 20, 33, 67]"
167,Migraine,8,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 33, 67]"
168,Migraine,8,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 67]"
169,Migraine,8,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability']",10,"[2, 31, 28, 8, 25, 60, 20, 33]"
170,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
171,Chicken pox,10,"[' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
172,Chicken pox,10,"['itching', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
173,Chicken pox,10,"['itching', ' skin_rash', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 35, 29, 28, 36, 39, 63, 38, 52]"
174,Chicken pox,10,"['itching', ' skin_rash', ' fatigue', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 29, 28, 36, 39, 63, 38, 52]"
175,Chicken pox,10,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 28, 36, 39, 63, 38, 52]"
176,Chicken pox,10,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 36, 39, 63, 38, 52]"
177,Chicken pox,10,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 39, 63, 38, 52]"
178,Chicken pox,10,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 63, 38, 52]"
179,Chicken pox,10,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 38, 52]"
